Grain Name,Length Number,Apparent Length,Corr. Z Depth,True Length,Azimuth,Dip,Proj C len,Angle to C
Grain10,24,2.626312675,1.636,3.094190406,13.40539869,31.91987609,,34.34430764
Grain10,25,6.857482722,6.544,9.47887152,29.70829636,43.66000185,,51.07084907
Grain10,26,1.56169827,1.636,2.26172445,71.47728646,46.33108544,,77.3288317
Grain10,27,5.97553697,4.09,7.241211368,56.89019893,34.38997486,,63.20701051
Grain10,28,4.895899169,5.726,7.533717852,23.0966348,49.46857961,,53.28931027
Grain10,29,8.900481386,5.726,10.58327194,13.23726679,32.75463517,,35.0501044
Grain10,30,2.859710046,6.544,7.141559882,50.69393067,66.39480412,,75.30586822
Grain10,31,2.371648489,2.454,3.412745603,75.61747062,45.97767918,,80.05987526
Grain10,32,6.729021505,3.272,7.482360217,59.05189271,25.93142942,,62.4524448
Grain10,33,3.086577219,0.818,3.193130585,53.21786707,14.84321635,,54.63430317
Grain10,34,1.992695783,0.818,2.15405675,20.76845611,22.31811022,,30.11976555
Grain10,35,1.355285093,2.454,2.803375409,6.889079544,61.08918712,,61.31739275
Grain10,36,3.5062213,2.454,4.279685012,79.15625026,34.98812763,,81.13362811
Grain10,37,1.297831399,0.818,1.534108972,39.68397336,32.22250015,,49.37913142
Grain10,38,7.404183444,5.726,9.359968401,44.14192976,37.71645155,,55.4121422
Grain10,39,7.420634921,3.272,8.109981913,36.11482457,23.7942472,,42.3391227
Grain10,40,4.963922499,2.454,5.537385898,26.20669537,26.30627703,,36.45824423
Grain10,41,1.148273102,0.818,1.409842231,16.7884999,35.4650867,,38.76189702
Grain10,42,2.928184256,2.454,3.820520781,87.73749117,39.9650949,,88.26611802
Grain10,43,6.588812219,7.362,9.879852755,40.04772084,48.17222546,,59.30199001
Grain10,44,7.778174593,3.272,8.438363822,36.95766237,22.81475003,,42.56057585
Grain10,45,4.867797475,4.908,6.912591139,40.59234113,45.23562498,,57.67407856
Grain10,46,3.259519075,0.818,3.360593489,12.33409758,14.08785289,,18.64161943
Grain10,47,3.671859513,0.818,3.76187138,9.961823972,12.55900782,,15.98026781
Grain10,48,3.945027264,5.726,6.953439157,16.82135894,55.4344253,,57.1069116
Grain10,49,2.397219562,0.818,2.532940115,18.53381465,18.84111157,,26.19031578
Grain10,50,3.579365079,4.908,6.074563225,81.95766237,53.89702839,,85.27132648
Grain10,51,2.604456711,2.454,3.578450888,58.48266967,43.29631956,,67.63714413
Grain10,52,5.310348241,3.272,6.237449995,51.71011778,31.6395254,,58.16058405
Grain10,53,4.62039063,1.636,4.901479937,75.8388591,19.49816937,,76.66644163
Grain10,54,5.099488906,5.726,7.66758522,43.91061983,48.31222409,,61.37126037
Grain10,55,2.054835322,2.454,3.200697455,85.77756391,50.05917391,,87.2906559
Grain10,56,3.680152825,0.818,3.769966687,75.73613258,12.53160076,,76.08288217
Grain11,1,2.060391443,6.544,6.860695949,26.64993375,72.52328768,,74.43012074
Grain11,2,6.794957967,3.272,7.541713185,74.04827971,25.71237401,,75.66358782
Grain11,3,7.722613736,7.362,10.66948016,57.19479326,43.63054429,,66.91190891
Grain11,4,5.957653749,3.272,6.797030395,82.11125887,28.77600849,,83.09054379
Grain11,5,1.658730159,0.818,1.849462014,63.03428557,26.25013362,,66.00273883
Grain11,6,2.965685163,4.908,5.734435673,20.4202296,58.85730609,,61.00904108
Grain11,7,0.195212284,1.636,1.647605485,36.46923439,83.19547323,,84.53252198
Grain11,8,6.695525218,7.362,9.951336692,40.8166913,47.71439097,,59.38954946
Grain11,9,4.543039052,3.272,5.598677329,65.23688373,35.76229102,,70.12985456
Grain11,10,6.355651491,1.636,6.562834896,83.95878731,14.4350593,,84.15017996
Grain11,11,9.712473246,4.09,10.53851207,81.84712055,22.83634786,,82.49001172
Grain11,12,6.73637965,5.726,8.841147368,23.25042533,40.36491826,,45.56842663
Grain11,13,3.476752147,6.544,7.410245711,1.529924185,62.01880389,,62.0296549
Grain11,14,0.261904762,1.636,1.656831345,63.03428557,80.90477986,,85.88948081
Grain11,15,5.388000488,5.726,7.862418537,22.63438123,46.74194507,,50.76487039
Grain11,16,3.286298928,5.726,6.602032766,66.57640267,60.14737546,,78.587176
Grain11,17,6.187952273,6.544,9.006369376,10.5761741,46.60185306,,47.51540117
Grain11,18,2.815391595,4.908,5.658170537,33.28940427,60.1599877,,65.42201472
Grain11,19,6.144692314,1.636,6.358752994,49.52296107,14.90891474,,51.14949435
Grain11,20,4.417149748,3.272,5.497016999,8.53076561,36.52916714,,37.37649559
Grain11,21,5.025721194,4.908,7.024694835,80.21018918,44.32103874,,83.01273857
Grain11,22,6.358648733,4.908,8.032488886,71.40946221,37.66318985,,75.38223069
Grain11,23,6.301457357,3.272,7.100306249,37.34155935,27.44036855,,45.12315825
Grain11,24,8.036015084,1.636,8.200855713,28.83339327,11.50721774,,30.86066413
Grain11,25,8.015122549,8.998,12.05015325,83.96800933,48.30640088,,85.99197918
Grain11,26,6.232134961,3.272,7.038855743,51.72435309,27.70040357,,56.73919067
Grain11,27,2.009833472,4.908,5.303573756,61.34605916,67.73082564,,79.53018904
Grain11,28,9.289315541,5.726,10.91230769,13.46036431,31.64997491,,34.11779159
Grain11,29,6.295406989,5.726,8.509948599,43.59425074,42.28815006,,57.60371806
Grain12,1,3.324345403,1.636,3.705100317,5.368311475,26.2030424,,26.70916206
Grain12,2,2.595662797,2.454,3.572055621,81.08692207,43.39305071,,83.53562576
Grain12,3,3.981564977,3.272,5.153527303,80.69191834,39.41293522,,82.82149186
Grain12,4,2.481577372,3.272,4.106605685,22.14369115,52.82229104,,55.9637232
Grain12,5,5.399304986,4.908,7.296640208,5.733247811,42.27102164,,42.58537146
Grain12,6,9.487397324,4.09,10.33144753,38.63596469,23.32078751,,44.16694551
Grain12,7,4.039526613,1.636,4.358241762,55.22965011,22.04784659,,58.09018542
Grain12,8,3.485509723,3.272,4.780665438,39.36519845,43.1902893,,55.69007356
Grain12,9,1.431852493,0.818,1.649037769,23.86450598,29.7388049,,37.43338318
Grain12,10,4.945463474,0.818,5.012657276,40.75867325,9.39192395,,41.64189187
Grain12,11,3.210040308,4.09,5.199274832,83.81323306,51.87337125,,86.18488034
Grain12,12,2.098872509,1.636,2.661157983,11.63938892,37.93520744,,39.42215092
Grain12,13,5.388000488,4.908,7.28827917,21.03319368,42.33079816,,46.36880844
Grain12,14,2.51967566,2.454,3.517226383,14.53065852,44.24347309,,46.09482454
Grain12,15,0.531034824,2.454,2.510799471,51.9707758,77.78971225,,82.51321168
Grain12,16,2.271519526,1.636,2.799338664,63.63569617,35.76229102,,68.87857095
Grain12,17,5.95253439,8.18,10.11657381,24.36154499,53.95685437,,57.58796762
Grain12,18,7.938686209,3.272,8.586543118,53.21388876,22.3994427,,56.38238198
Grain12,19,4.219476372,6.544,7.786393058,36.98914323,57.18666359,,64.35172471
Grain12,20,1.486692461,1.636,2.210599573,58.06663735,47.7374395,,69.16226631
Grain12,21,1.593104472,3.272,3.639225997,51.9707758,64.03900685,,74.35433637
Grain12,22,5.06123376,7.362,8.933931451,13.57182286,55.49222344,,56.58502413
Grain12,23,1.054869093,2.454,2.671116771,4.122947208,66.73921001,,66.80293295
Grain12,24,9.443110483,6.544,11.48896303,27.74303049,34.72164953,,43.32750525
Grain12,25,2.266481029,4.09,4.676006443,45.79085155,61.00689083,,70.24648286
Grain12,26,7.176275441,3.272,7.887009142,38.37299475,24.5104635,,44.49287248
Grain12,27,1.667894483,1.636,2.336315049,14.31200161,44.44690651,,46.23175592
Grain12,28,4.451524972,7.362,8.603203972,70.38707187,58.84022184,,79.99806221
Grain12,29,2.879629326,2.454,3.783435087,47.39685454,40.4374043,,58.98842484
Grain12,30,4.537163526,4.09,6.108514783,58.58526942,42.03289779,,67.22282201
Grain12,31,2.902039231,1.636,3.331415269,74.78577722,29.41176117,,76.78503932
Grain12,32,3.163402861,1.636,3.561406135,22.03243735,27.34640542,,34.57557669
Grain12,33,4.65653933,2.454,5.263599009,1.844179278,27.78926689,,27.84552699
Grain12,34,2.252989951,4.908,5.400409958,25.89542022,65.34277553,,67.95715059
Grain12,35,2.73993497,4.09,4.922940548,83.91253241,56.18144424,,86.61633455
Grain12,36,9.963478914,3.272,10.48698699,0.243891754,18.18014657,,18.18172716
Grain12,37,5.419031114,0.818,5.480421718,31.33711779,8.583963026,,32.37577674
Grain12,38,4.414560815,1.636,4.707955309,4.029173512,20.33429217,,20.71304117
Grain12,39,5.719420092,0.818,5.777619768,16.22781471,8.139330374,,18.10544984
Grain12,40,7.335411648,4.908,8.825912307,9.666923189,33.78581183,,34.98314499
Grain12,41,2.689399045,5.726,6.326131774,15.43287968,64.84140148,,65.80794483
Grain12,42,3.778252938,6.544,7.556396712,68.88100215,59.99952211,,79.6211728
Grain12,43,3.210040308,4.908,5.864539435,6.186766937,56.81361066,,57.03159227
Grain12,44,3.952747481,1.636,4.277932754,34.90709373,22.48414152,,40.7343797
Grain12,45,8.646824486,7.362,11.35634702,6.567291068,40.41143252,,40.85103186
Grain12,46,5.54416633,8.18,9.881810578,54.72846843,55.87172118,,71.09632535
Grain12,47,2.189512671,3.272,3.936997553,23.99298073,56.21088911,,59.4636597
Grain12,48,2.446002905,3.272,4.085206752,30.61231048,53.21983098,,58.98244325
Grain12,49,7.975084816,7.362,10.85361791,70.46087489,42.71087657,,75.77387029
Grain12,50,6.444962447,5.726,8.621172597,70.00223989,41.61935535,,75.18743227
Grain12,51,2.51967566,1.636,3.004207288,75.46934148,32.99525739,,77.85232486
Grain12,52,3.950818841,5.726,6.956726638,73.56690199,55.39514577,,80.75478069
Grain12,53,4.076152153,4.908,6.379927929,18.1688026,50.2899668,,52.62363241
Grain12,54,1.138273436,4.908,5.038266608,28.96190572,76.94268692,,78.59915675
Grain12,55,3.99875579,4.908,6.330759186,7.552438861,50.82883502,,51.23264004
Grain12,56,3.561219978,4.09,5.423134493,17.25696951,48.95345659,,51.16269805
Grain12,57,5.856368512,8.998,10.7359702,51.12825154,56.94181884,,69.98059117
Grain12,58,5.764549658,1.636,5.992205667,6.567291068,15.84413338,,17.11899271
Grain12,59,6.631473624,4.908,8.250145843,40.61220516,36.50540203,,52.39665467
Grain12,60,3.30018476,4.908,5.914362472,23.95691845,56.08274742,,59.34121133
Grain13,1,2.569100455,6.544,7.03023564,2.758557643,68.5655891,,68.59165223
Grain13,2,0.523809524,1.636,1.717810355,77.45903533,72.24613104,,86.20358543
Grain13,3,2.397219562,3.272,4.056186094,66.96755831,53.77175881,,76.6304197
Grain13,4,4.734451285,4.09,6.256446993,17.83104588,40.82309396,,43.91405716
Grain13,5,3.519239493,6.544,7.430274733,47.71415403,61.72947628,,71.4171351
Grain13,6,9.367342342,0.818,9.402990298,8.265123562,4.990674627,,9.646035999
Grain13,7,11.35222793,5.726,12.71456467,78.78101098,26.7661206,,79.99623759
Grain13,8,7.753639252,4.09,8.766243303,66.70331172,27.81138843,,69.52440375
Grain13,9,6.468570447,5.726,8.638835548,33.91158694,41.51536049,,51.58078917
Grain13,10,12.69510374,4.908,13.61080904,64.80420942,21.13678804,,66.60475077
Grain13,11,6.163887752,4.908,7.87921165,50.0600785,38.5285816,,59.85285145
Grain13,12,3.462473844,3.272,4.763896422,46.2310322,43.37991223,,59.81615735
Grain13,13,1.421166877,2.454,2.835812281,29.9694824,59.92389784,,64.26929596
Grain13,14,6.814558578,6.544,9.447864553,75.25643716,43.83971422,,79.42275269
Grain13,15,4.150270081,5.726,7.071903404,80.29194102,54.06497172,,84.32058167
Grain13,16,2.732971972,5.726,6.34477831,14.0240865,64.48524666,,65.29762538
Grain13,17,5.778415498,2.454,6.277913799,16.87327866,23.01014967,,28.25977179
Grain13,18,3.866977468,0.818,3.952548385,40.84172044,11.94397205,,42.25659253
Grain13,19,2.795014548,4.09,4.953807255,27.01125877,55.65217211,,59.82324311
Grain13,20,2.45843502,2.454,3.47361753,60.95467394,44.94827253,,69.90296427
Grain13,21,9.544663016,3.272,10.08992448,3.595582841,18.92219557,,19.24848326
Grain13,22,2.73436599,1.636,3.186417011,4.158279559,30.89252792,,31.14369963
Grain13,23,8.323463543,4.908,9.662738191,0.183391011,30.52608329,,30.52658103
Grain13,24,8.139205221,6.544,10.44368697,47.93576052,38.79961942,,58.52471685
Grain13,25,6.382576,3.272,7.172395722,9.404606306,27.14174968,,28.60756479
Grain13,26,1.104287437,1.636,1.973815276,84.10601585,55.98095228,,86.70650087
Grain13,27,4.158525683,7.362,8.455316662,63.50545178,60.53947694,,77.32568824
Grain13,28,6.153987906,5.726,8.405869565,45.79828423,42.93675714,,59.30855656
Grain13,29,5.278678763,3.272,6.210509921,43.24333319,31.79279041,,51.74567581
Grain13,30,4.647528514,5.726,7.37472693,82.84834709,50.93536441,,85.50012135
Grain13,31,3.703892663,4.09,5.517872857,57.54096467,47.83609885,,68.88386621
Grain13,32,4.099457959,4.908,6.3948432,75.9759135,50.12932957,,81.06306908
Grain13,33,9.622599402,2.454,9.930585846,81.10022058,14.3068777,,81.37837455
Grain13,34,2.499937011,3.272,4.1177262,12.23417589,52.618746,,53.60646315
Grain13,35,3.368755479,4.908,5.952896562,18.67743809,55.53505563,,57.5814924
Grain13,36,10.23180562,1.636,10.36177313,49.21531434,9.084331434,,49.83245429
Grain13,37,9.089852002,4.09,9.967623058,61.28687631,24.22547347,,64.01619015
Grain13,38,9.37425566,2.454,9.690138554,72.65108136,14.66974552,,73.23365534
Grain13,39,6.111734662,5.726,8.374985169,33.03776089,43.13366733,,52.28264278
Grain13,40,6.587076875,8.998,11.15139389,42.71585517,53.79362984,,64.27833405
Grain13,41,0.509051356,1.636,1.713367819,71.57720814,72.71615222,,84.61237605
Grain13,42,10.13037026,6.544,12.06019642,14.02242185,32.86158537,,35.41726954
Grain13,43,6.355651491,7.362,9.725911262,3.404431226,49.19579222,,49.28302663
Grain13,44,9.942420524,4.09,10.75080582,4.302843877,22.3607292,,22.75009169
Grain13,45,6.73637965,4.908,8.334703041,58.55445948,36.07637968,,65.061499
Grain13,46,2.140224721,1.636,2.693892695,89.22732426,37.39450271,,89.38613693
Grain13,47,1.484126984,0.818,1.694625889,74.46847774,28.86204989,,76.43740781
Grain13,48,8.277092912,4.908,9.622823446,51.16424525,30.666322,,57.3576812
Grain14,1,4.916870039,4.09,6.395600909,47.38172599,39.75469989,,58.63047801
Grain14,2,5.23008647,0.818,5.293668717,30.46127619,8.889203302,,31.61181733
Grain14,3,8.13405338,7.362,10.97095567,51.49068054,42.14773485,,62.50718825
Grain14,4,4.195020684,8.998,9.927849845,51.87460898,65.00426612,,74.87793363
Grain14,5,5.641601227,0.818,5.700595443,42.08467788,8.250067162,,42.73715244
Grain14,6,3.395796091,4.908,5.968240536,45.91694763,55.3210279,,66.68175039
Grain14,7,2.842333755,4.09,4.980658709,15.49425735,55.20274221,,56.6374884
Grain14,8,7.898261017,3.272,8.549181896,12.69207756,22.50268207,,25.67224361
Grain14,9,7.878454343,5.726,9.739461937,51.0818213,36.00936571,,59.45784549
Grain14,10,4.988428283,4.09,6.450776444,31.03036542,39.34824168,,48.49832102
Grain14,11,5.804078461,5.726,8.153183598,69.8950374,44.61201496,,75.83577945
Grain14,12,4.919969233,3.272,5.908644621,53.58834426,33.62568626,,60.37901741
Grain14,13,2.446002905,4.09,4.765609112,65.93149586,59.11868901,,77.91733885
Grain14,14,2.549744453,0.818,2.677745465,11.9331299,17.78709621,,21.31110258
Grain14,15,3.006522682,4.09,5.076148011,89.70707934,53.68072409,,89.82650819
Grain14,16,3.842261777,5.726,6.895654542,85.20399965,56.13758992,,87.32981963
Grain14,17,4.091083164,1.636,4.406070523,13.69165846,21.79617835,,25.5611024
Grain14,18,4.418012388,4.09,6.020542622,3.490538116,42.79214916,,42.90684098
Grain14,19,4.365079365,5.726,7.200069018,42.37411734,52.68077986,,63.39244268
Grain14,20,2.710570185,0.818,2.83130972,11.18249545,16.79284392,,20.08575452
Grain14,21,7.626781789,3.272,8.299023102,79.83148327,23.22003412,,80.66286363
Grain14,22,5.085270624,4.908,7.067421123,38.00257067,43.98373677,,55.45989365
Grain14,23,2.459984617,2.454,3.474714422,53.58834426,44.93022097,,65.15043906
Grain14,24,4.328257391,7.362,8.540073539,67.84342471,59.54793379,,78.98064627
Grain14,25,4.089219769,3.272,5.237146391,47.77266914,38.66514061,,58.34774644
Grain14,26,4.554767367,2.454,5.173782153,51.71462916,28.31472789,,56.94461814
Grain14,27,4.763339731,1.636,5.036457226,74.82920174,18.95536732,,75.67002327
Grain14,28,3.646866418,1.636,3.99701522,37.15485281,24.16120994,,43.34897303
Grain14,29,7.008637546,2.454,7.425841114,39.80396225,19.29716025,,43.52470269
Grain14,30,6.544708348,2.454,6.989658315,73.09711391,20.55400643,,74.20229495
Grain14,31,2.902039231,3.272,4.373535834,79.5947252,48.42917722,,83.11697455
Grain14,32,8.282615884,6.544,10.55583544,6.403597985,38.31185945,,38.76207223
Grain14,33,0.174603175,1.636,1.645290937,63.88608737,83.90813,,87.32269439
Grain14,34,3.272354174,4.908,5.898878354,72.19483682,56.30707015,,80.23371906
Grain14,35,7.338528017,4.09,8.401314983,58.4805507,29.13234371,,62.82859352
Grain14,36,2.626312675,4.908,5.566505391,47.56164896,61.84838437,,71.43542286
Grain14,37,5.946769842,5.726,8.255370831,67.25254803,43.91648063,,73.82701304
Grain14,38,0.195212284,2.454,2.461752188,0.451138547,85.45177805,,85.45191934
Grain14,39,1.609761731,4.09,4.395387677,76.41489508,68.51615641,,85.06499462
Grain14,40,0.436507937,1.636,1.693232169,10.75598502,75.06069437,,75.32911199
Grain14,41,5.328258404,3.272,6.252705144,8.878107568,31.55343384,,32.65415376
Grain14,42,6.326805722,6.544,9.102329737,76.71325197,45.96677199,,80.80787773
Grain14,43,7.435000101,4.908,8.908854612,48.21792695,33.42964171,,56.21564932
Grain14,44,2.531746032,3.272,4.137115175,72.51109366,52.26869297,,79.40260283
Grain14,45,1.835410766,4.09,4.482949105,28.84022362,65.83157027,,68.98334793
Grain14,46,9.790630725,2.454,10.09349127,34.31626687,14.07117075,,36.7594081
Grain14,47,5.433778715,7.362,9.150136344,17.5841347,53.569537,,55.52136581
Grain14,48,7.895848229,5.726,9.753537576,44.1481982,35.94929351,,54.48784931
Grain14,49,9.791798338,4.908,10.95298036,13.82247052,26.62166866,,29.76191312
Grain14,50,3.85018806,0.818,3.936123994,59.08331653,11.99455049,,59.8295806
Grain14,51,8.978067394,7.362,11.61054426,77.38182065,39.35169438,,80.27481062
Grain14,52,2.689399045,1.636,3.147914106,28.13220012,31.31274889,,41.11312116
Grain14,53,9.454806241,2.454,9.768084615,2.580991749,14.55009164,,14.77236773
Grain14,54,1.501993301,1.636,2.220918701,80.57623484,47.44530668,,83.64242533
Grain14,55,2.382869598,6.544,6.964337982,35.44315875,69.99189506,,73.81443889
Grain14,56,6.584762372,4.09,7.751593094,69.97461552,31.84569727,,73.08874089
Grain14,57,4.024404327,3.272,5.186695883,14.48738201,39.11247608,,41.30233019
Grain14,58,11.062527,4.09,11.79438865,40.15314757,20.29019062,,44.20119892
Grain14,59,5.68466751,6.544,8.668297451,53.26643209,49.01967909,,66.90664584
Grain14,60,7.148608795,7.362,10.26165931,54.55684125,45.84252386,,66.17315723
Grain14,61,5.804078461,2.454,6.301542889,10.4052748,22.91893978,,25.05390105
Grain14,62,4.880307094,4.09,6.367534635,21.06083148,39.9650949,,44.3373311
Grain14,63,2.832933145,4.09,4.975300011,82.4238451,55.29164104,,85.69465095
Grain14,64,4.782501752,4.09,6.292886699,85.29905684,40.53709289,,86.42904764
Grain14,65,5.013574418,2.454,5.58193913,81.04015814,26.08041435,,81.9588562
Grain14,66,3.813390894,2.454,4.534761969,10.16851673,32.76216244,,34.13521847
Grain14,67,0.509051356,1.636,1.713367819,85.1501561,72.71615222,,88.56065237
Grain14,68,9.917475687,6.544,11.88192998,79.34488773,33.41863769,,81.12220254
Grain14,69,4.938523551,1.636,5.20245239,18.88608737,18.32864477,,26.08228531
Grain14,70,3.318608824,1.636,3.699954125,37.32103619,26.24226738,,44.49706505
Grain14,71,0.276071859,1.636,1.659129793,44.54886145,80.42168403,,83.18971463
Grain14,72,6.829640615,5.726,8.912410837,21.71520728,39.9766129,,44.60821732
Grain14,73,3.335788967,1.636,3.715371318,32.12291859,26.12511949,,40.50189587
Grain14,74,3.400281953,2.454,4.193332012,55.31139868,35.81816686,,62.51710552
Grain14,75,2.842333755,4.09,4.980658709,68.62435971,55.20274221,,77.99483456
Grain14,76,0.359953666,1.636,1.675130634,12.07766916,77.59145687,,77.87034974
Grain14,77,1.609761731,3.272,3.646548619,75.51261799,63.80369184,,83.65957125
Grain14,78,8.644620631,1.636,8.798065802,62.7287543,10.71652227,,63.24270657
Grain14,79,3.562289895,3.272,4.836930152,80.08653925,42.56779499,,82.71572669
Grain14,80,7.073583838,1.636,7.26030883,62.47166416,13.02256445,,63.23703966
Grain14,81,2.969537538,3.272,4.418612586,27.79859695,47.77436067,,53.52356568
Grain15,1,4.57063623,1.636,4.854607249,65.9614874,19.69416976,,67.44794969
Grain15,2,4.999874022,6.544,8.2354524,73.42063691,52.618746,,80.02395749
Grain15,3,1.780609989,1.636,2.418071118,74.20546152,42.57636966,,78.43771048
Grain15,4,5.247544387,3.272,6.184068733,50.15864291,31.94476642,,57.06815732
Grain15,5,0.55900291,2.454,2.516863177,55.82479776,77.1674165,,82.8330518
Grain15,6,4.510206504,3.272,5.572068441,10.08961019,35.95959666,,37.16364366
Grain15,7,3.811391738,2.454,4.533080959,24.5798372,32.77583645,,40.12819984
Grain15,8,10.18102712,5.726,11.68077006,54.55163746,29.35421473,,59.6351616
Grain15,9,6.497959833,4.09,7.677993357,63.78488346,32.18747381,,68.04668504
Grain15,10,5.658463005,4.09,6.981855311,56.37702913,35.85982172,,63.33531723
Grain15,11,5.642276665,7.362,9.275469259,86.47987715,52.53324903,,87.85955496
Grain15,12,1.573851747,3.272,3.630839204,14.95542882,64.31216473,,65.24210599
Grain15,13,1.410400307,8.998,9.107866546,72.68319652,81.09160278,,87.35810676
Grain15,14,5.109194405,4.908,7.084654647,65.53228747,43.84937437,,72.62095433
Grain15,15,7.412413747,3.272,8.102460216,27.5207772,23.81770207,,35.77536341
Grain15,16,0.195212284,8.998,9.000117323,31.04965719,88.75715874,,88.9352545
Grain15,17,0.629540699,2.454,2.533463537,51.82532646,75.61181581,,81.16543079
Grain15,18,5.674603175,3.272,6.550351532,85.51539399,29.9679295,,86.11595432
Grain15,19,11.21443175,3.272,11.68201453,15.70706408,16.26549733,,22.46289914
Grain15,20,3.390180416,4.908,5.965047129,73.62673595,55.36538559,,80.78081151
Grain15,21,6.648690807,6.544,9.32893485,9.186701123,44.54533798,,45.28714993
Grain15,22,4.379025341,5.726,7.208532371,9.058527269,52.59262636,,53.13714783
Grain15,23,5.086019946,4.09,6.526538048,55.05680381,38.80502849,,63.49055981
Grain15,24,4.081757683,4.09,5.778308211,46.01637675,45.05779048,,60.62282185
Grain15,25,5.385170655,8.18,9.793490848,65.61164445,56.64173811,,76.87637083
Grain15,26,3.748889144,0.818,3.83709445,57.75685339,12.30889918,,58.58391732
Grain15,27,3.699774938,8.998,9.728943344,66.22534777,67.64863899,,81.18129608
Grain15,28,5.720086342,4.09,7.031890767,11.46078989,35.56568443,,37.13362169
Grain15,29,2.082467696,3.272,3.878486265,37.50847357,57.52524476,,64.79075776
Grain15,30,5.674603175,1.636,5.90572749,18.13525894,16.08238247,,24.05805936
Grain15,31,2.098872509,5.726,6.098552436,12.44290705,69.86952552,,70.3620637
Grain15,32,4.050831281,5.726,7.014008131,48.39853331,54.7226853,,67.45237065
Grain15,33,3.085342342,4.908,5.797223591,20.63022888,57.84507936,,60.12683269
Grain15,34,0.445152497,3.272,3.302142448,83.17467354,82.25253005,,89.08203234
Grain15,35,8.91417181,8.18,12.09854781,77.06786674,42.54073429,,80.5089962
Grain15,36,5.344682747,4.09,6.730061936,47.14790861,37.42489855,,57.30899095
Grain15,37,3.554793711,3.272,4.831412043,20.19225716,42.62793069,,46.32661099
Grain15,38,11.42183719,5.726,12.77675392,48.55556669,26.62554193,,53.72207713
Grain15,39,7.727053579,7.362,10.67269418,62.41060513,43.61409797,,70.40869743
Grain15,40,8.087067928,5.726,9.908972887,49.04724214,35.30017335,,57.6611585
Grain15,41,4.04989043,7.362,8.402419681,78.08398602,61.18448353,,84.28844798
Grain15,42,8.333987125,7.362,11.11999934,18.31993446,41.45643596,,44.64504104
Grain15,43,5.314652184,1.636,5.560757488,46.82160524,17.10984318,,49.15704151
Grain15,44,1.765565338,4.09,4.454808746,76.98462838,66.65117765,,84.87907836
Grain15,45,4.452380952,5.726,7.253328349,66.41211907,52.13234033,,75.78086428
Grain15,46,4.452380952,4.908,6.626625095,57.44290705,47.78668797,,68.80322071
Grain15,47,1.884582259,1.636,2.495625431,72.12289624,40.96114658,,76.59607821
Grain15,48,4.0366955,5.726,7.005853735,63.9440868,54.8170624,,75.33956968
Grain15,49,0.719907331,3.272,3.350261268,80.44836254,77.59145687,,87.95659551
Grain15,50,4.833229076,5.726,7.493142151,21.28297779,49.83279971,,53.05634328
Grain15,51,3.459170481,4.09,5.35667438,5.690904833,49.77669595,,50.01511409
Grain16,1,8.792791202,7.362,11.4678778,46.44750884,39.93865643,,58.10981274
Grain16,2,6.272362362,5.726,8.492915024,41.58847187,42.39275692,,56.46970112
Grain16,3,5.97553697,4.908,7.7327554,64.67219887,39.39793076,,70.69586416
Grain16,4,1.856057205,3.272,3.761772501,80.7906606,60.43572382,,85.47094022
Grain16,5,3.054308135,2.454,3.918024271,8.6409789,38.78032019,,39.58279877
Grain16,6,6.630898948,2.454,7.070426922,41.30498765,20.30878589,,45.21015326
Grain16,7,3.049313352,6.544,7.219573943,26.76588684,65.01585226,,67.84505827
Grain16,8,2.65517412,0.818,2.778322085,85.93695529,17.12289966,,86.11733066
Grain16,9,8.081882852,3.272,8.719106287,29.02309991,22.04086665,,35.85341464
Grain16,10,5.568171616,3.272,6.458368149,9.209339403,30.43958386,,31.67386256
Grain16,11,5.450584256,7.362,9.16012624,18.48715763,53.48496199,,55.64443795
Grain16,12,4.205001281,7.362,8.478271037,2.028803905,60.26600806,,60.28652006
Grain16,13,1.914673287,1.636,2.518426055,7.242874834,40.5123611,,41.04453608
Grain16,14,5.568855961,5.726,7.987442188,48.62405786,45.7970982,,62.55816346
Grain16,15,7.509966503,5.726,9.443869592,57.19715999,37.32383453,,64.48095734
Grain16,16,7.593230897,4.908,9.041328412,85.07054451,32.8772199,,85.86157501
Grain16,17,5.10397066,6.544,8.299063351,52.45244029,52.04767083,,67.98825907
Grain16,18,7.26284147,3.272,7.965855272,65.24574126,24.25215414,,67.5564419
Grain16,19,7.857627851,4.09,8.858352863,51.03185814,27.49757802,,56.09324914
Grain16,20,8.920154763,7.362,11.56582055,42.9711961,39.53360726,,55.64478462
Grain16,21,2.408321531,3.272,4.062757265,6.864065283,53.64546049,,53.94714508
Grain16,22,2.304828041,5.726,6.172463714,25.77169978,68.07424137,,70.35060184
Grain16,23,6.671577934,9.816,11.86860599,44.38625861,55.79747969,,66.31465711
Grain16,24,5.937149825,6.544,8.835931419,75.63210882,47.78360519,,80.4017822
Grain16,25,3.952747481,4.09,5.687909339,3.60535396,45.97767918,,46.08716934
Grain16,26,0.635565149,2.454,2.53496727,34.44986867,75.47992092,,78.06812678
Grain16,27,0.436507937,2.454,2.492519845,39.60473543,79.91394154,,82.24551031
Grain16,28,4.309728429,1.636,4.609799902,32.62367802,20.78707663,,38.05630452
Grain16,29,3.826359953,5.726,6.886806697,15.6174332,56.24744693,,57.64966945
Grain16,30,3.982521968,0.818,4.065661721,76.39861041,11.60698029,,76.68192559
