Grain Name,Length Number,Apparent Length,Corr. Z Depth,True Length,Azimuth,Dip,Proj C len,Angle to C
Grain02,36,6.669864124,2.454,7.106982723,77.21568671,20.1997566,,78.0140704
Grain02,37,4.993772892,0.818,5.060325256,77.76633858,9.302663006,,77.92967341
Grain02,38,7.340085705,3.272,8.036345074,2.634240121,24.02594396,,24.16140664
Grain02,39,6.524297089,3.272,7.298796922,48.7429782,26.63422103,,53.8811055
Grain02,40,8.22397634,5.726,10.02102105,61.47040695,34.84783021,,66.923269
Grain02,41,4.557276651,8.18,9.363822428,45.59377362,60.87675856,,70.0892002
Grain02,42,5.370999129,5.726,7.850777519,16.76401379,46.83230772,,49.07574364
Grain02,43,9.998604715,3.272,10.52036502,29.74705038,18.12045944,,34.39482328
Grain02,44,6.144692314,3.272,6.961553536,46.7928196,28.03494773,,52.82124569
Grain02,45,5.063492063,7.362,8.935211015,70.63275399,55.48029034,,79.16818663
Grain02,46,6.150890936,3.272,6.967025428,10.35671572,28.01098824,,29.71825171
Grain02,47,3.646866418,1.636,3.99701522,23.67526486,24.16120994,,33.32096188
Grain02,48,4.785687962,4.09,6.295308513,39.03233521,40.5182454,,53.80639575
Grain02,49,5.744019862,5.726,8.110538834,48.46331828,44.9099861,,61.99048798
Grain02,50,2.45843502,3.272,4.09266255,30.35107653,53.08043142,,58.77732
Grain02,51,6.648690807,8.18,10.54122808,79.43573417,50.8958446,,83.35961305
Grain02,52,3.638497235,1.636,3.98938067,83.9791358,24.21040798,,84.51040281
Grain02,53,7.635770338,3.272,8.307284313,2.069227145,23.19559197,,23.28262561
Grain02,54,7.239718037,0.818,7.285783503,32.07435951,6.446386263,,32.64785746
Grain02,55,4.698090937,3.272,5.725211127,17.75163953,34.85540196,,38.59949658
Grain02,56,9.637241163,5.726,11.20997294,18.56182887,30.71680995,,35.41448487
Grain02,57,6.373613801,4.09,7.573047794,89.16911658,32.68862063,,89.30072066
Grain02,58,9.604761774,4.908,10.78609812,2.795287293,27.06687506,,27.19998499
Grain02,59,8.317051365,6.544,10.58287671,63.27108587,38.19628123,,69.3001293
Grain02,60,4.706195292,8.998,10.1544216,73.74956142,62.38922638,,82.54810686
Grain02,61,13.08067974,4.09,13.70519181,3.184575607,17.36315275,,17.6439271
Grain02,62,1.501993301,1.636,2.220918701,11.30210483,47.44530668,,48.45725342
Grain02,63,2.499937011,4.09,4.793514896,40.98928646,58.56541066,,66.81733831
Grain02,64,3.58893417,4.09,5.441373767,5.800624144,48.73337166,,48.99030228
Grain02,65,1.212832412,4.908,5.055633141,83.9791358,76.11952483,,88.55811598
Grain02,66,3.335788967,6.544,7.345163309,71.35666936,62.98989134,,81.652291
Grain02,67,8.190080125,6.544,10.4833844,60.12823865,38.62539267,,67.10107493
Grain02,68,4.044240731,4.09,5.751867792,10.49930466,45.32231469,,46.26328061
Grain03,1,5.60500667,9.816,11.30353731,81.64395944,60.27332199,,85.86763897
Grain03,2,9.597220376,6.544,11.61596208,50.94750888,34.2886728,,58.63161158
Grain03,3,5.685337832,3.272,6.559653212,64.47213731,29.92109362,,68.06774749
Grain03,4,8.359554363,6.544,10.61631222,21.85008243,38.05443803,,43.04167247
Grain03,5,0.629540699,4.09,4.138166441,62.7393836,81.24959645,,86.00430176
Grain03,6,10.3892557,5.726,11.86270247,77.45575983,28.86119471,,79.03460126
Grain03,7,4.708623878,7.362,8.739003537,18.36440367,57.39763347,,59.24518851
Grain03,8,5.198661087,4.09,6.614694029,20.03630071,38.19358182,,42.4082227
Grain03,9,2.499937011,4.09,4.793514896,73.04544101,58.56541066,,81.25231174
Grain03,10,1.969613586,2.454,3.146663896,73.75494999,51.24900086,,79.91532248
Grain03,11,5.513839982,0.818,5.574186518,84.26839232,8.438507613,,84.33064754
Grain03,12,10.0073669,3.272,10.528693,35.05832203,18.10562937,,38.91884609
Grain03,13,6.845246147,5.726,8.924375094,66.79612146,39.91224348,,72.40947705
Grain03,14,4.62039063,8.998,10.11494012,38.7472054,62.81991668,,69.12953496
Grain03,15,1.849887469,4.09,4.488895593,9.759269852,65.66298759,,66.03745621
Grain03,16,1.079860997,2.454,2.681084813,46.91444046,66.24852994,,74.03034771
Grain03,17,2.760718592,4.09,4.93453819,79.38563275,55.98095228,,84.08500404
Grain03,18,4.627807654,4.908,6.745744412,25.16171047,46.68304791,,51.61541805
Grain03,19,2.537759689,3.272,4.140798019,64.89587016,52.2028828,,74.92887238
Grain03,20,0.928028603,4.09,4.193964364,70.23524124,77.21594108,,85.70872347
Grain03,21,9.889771038,4.09,10.70213395,20.41851428,22.46796231,,29.99925083
Grain03,22,6.566216973,4.09,7.735845483,64.85266018,31.91817148,,68.85698336
Grain03,23,8.788022524,4.09,9.693164596,15.84138761,24.95755967,,29.28608566
Grain03,24,3.070485069,1.636,3.479134168,75.7771639,28.04935314,,77.47677905
Grain03,25,5.927514196,8.18,10.10187233,75.2428055,54.07159878,,81.40407573
Grain03,26,5.068005651,8.998,10.32708503,50.02787921,60.61018331,,71.62322674
Grain03,27,5.71475417,7.362,9.319734933,79.6624218,52.17958981,,83.68265973
Grain03,28,5.674603175,8.18,9.955577391,7.820581574,55.25030615,,55.61917125
Grain03,29,7.37737155,10.634,12.94247144,49.84343103,55.24889693,,68.43300624
Grain03,30,2.595662797,4.09,4.844126893,48.70314013,57.59930223,,69.29041666
Grain03,31,2.483112527,7.362,7.769484656,39.17398773,71.36137863,,75.65485415
Grain03,32,2.484646733,2.454,3.492217832,10.61436725,44.64445606,,45.6285681
Grain03,33,7.178399228,7.362,10.28243451,15.68909763,45.72343202,,47.76966313
Grain03,34,3.833325117,3.272,5.039877524,1.01926675,40.48297914,,40.4935992
Grain03,35,4.698090937,7.362,8.733332838,18.96347143,57.45584731,,59.41921783
Grain04,1,4.871710181,3.272,5.868521457,32.23680956,33.88660162,,45.39809474
Grain04,2,3.99875579,0.818,4.08156488,14.60998815,11.56113035,,18.55247039
Grain04,3,3.952747481,3.272,5.131295806,25.28055791,39.61723197,,45.8494667
Grain04,4,5.115157868,5.726,7.678015109,5.930375249,48.22490548,,48.49824904
Grain04,5,9.422911293,7.362,11.95785521,28.7530427,38.00005606,,46.3026118
Grain04,6,2.859710046,4.09,4.99059531,9.754378995,55.03892313,,55.61605728
Grain04,7,3.492063492,4.908,6.023534796,15.36054495,54.56798243,,56.01144707
Grain04,8,5.506232297,4.09,6.859059273,18.78304171,36.60476816,,40.53437983
Grain04,9,6.301457357,6.544,9.08472899,58.11480238,46.08170681,,68.50687939
Grain04,10,6.235191578,7.362,9.647624475,22.92338089,49.73731504,,53.46933371
Grain04,11,7.938686209,6.544,10.28818131,60.27143805,39.49936445,,67.50234229
Grain04,12,5.467338141,0.818,5.528192322,29.97372099,8.509234013,,31.04984277
Grain04,13,2.208574874,1.636,2.7485085,3.074403876,36.52916714,,36.64034688
Grain04,14,6.878567354,3.272,7.617130223,87.54686372,25.43951945,,87.78484669
Grain04,15,5.153752177,8.18,9.668172604,47.64035324,57.78730642,,68.95084102
Grain04,16,1.851946332,0.818,2.024556548,13.37925035,23.83092604,,27.13738322
Grain04,17,6.628599746,2.454,7.068270693,34.44740902,20.31525457,,39.34433139
Grain04,18,1.249968506,0.818,1.493835756,9.414595622,33.20139705,,34.36277681
Grain04,19,1.990782488,0.818,2.152286904,16.36563095,22.33745218,,27.44110859
Grain04,20,3.177825745,2.454,4.015058215,0.584850954,37.67625688,,37.68012207
Grain04,21,3.003986601,2.454,3.878924013,75.97167491,39.24588211,,79.17995267
Grain04,22,2.66520179,2.454,3.62290168,79.90185045,42.63750036,,82.58900892
Grain04,23,2.659476323,0.818,2.782433883,44.70794321,17.09681655,,47.21137902
Grain04,24,0.276071859,1.636,1.659129793,50.05569848,80.42168403,,83.86721318
Grain04,25,4.43522996,5.726,7.242813045,32.29744,52.23944758,,58.8271519
Grain04,26,5.109194405,7.362,8.961189177,4.622561575,55.23952846,,55.3687677
Grain04,27,12.65511716,3.272,13.07126522,66.22986331,14.49645297,,67.03082008
Grain04,28,8.91417181,3.272,9.495706559,54.3183096,20.15596306,,56.80019235
Grain04,29,6.497959833,4.908,8.143214721,52.20907525,37.0642616,,60.72673665
Grain04,30,6.098626704,0.818,6.153240745,34.74987261,7.639405802,,35.47631117
Grain04,31,0.635565149,1.636,1.755117961,37.4547486,68.76948612,,73.29381253
Grain04,32,8.305129901,4.908,9.646950122,71.5034348,30.58139102,,74.14993339
Grain04,33,2.291562734,0.818,2.433183874,71.14481613,19.64461528,,72.27991026
Grain04,34,9.449968373,5.726,11.04938814,64.63760773,31.21284378,,68.51000307
Grain04,35,4.840319969,6.544,8.139572065,61.23745269,53.51123381,,73.37291043
Grain04,36,3.633256707,0.818,3.724201699,13.70824027,12.68814701,,18.59600385
Grain04,37,5.594117866,5.726,8.005075309,1.454420361,45.66747961,,45.68551051
Grain04,38,2.718992485,4.908,5.610827402,15.98181255,61.01390015,,62.23363237
Grain04,39,9.226749428,1.636,9.370667053,42.00194747,10.05464577,,42.97014407
Grain04,40,6.758406018,5.726,8.857941516,82.95796083,40.27264505,,84.63275651
Grain04,41,5.457571292,2.454,5.983911798,75.84302666,24.21109341,,77.11080503
Grain04,42,4.785687962,2.454,5.378189776,16.82398741,27.1477957,,31.59788937
Grain04,43,8.365022891,3.272,8.982181915,3.263498172,21.3630792,,21.59938164
Grain04,44,1.018102712,2.454,2.656811836,52.47310923,67.46767068,,76.50132461
Grain04,45,4.6589938,1.636,4.937886109,81.48526409,19.34866251,,81.96944859
Grain04,46,2.156190149,1.636,2.706594162,89.86126957,37.18925231,,89.88948137
Grain04,47,4.785687962,2.454,5.378189776,53.69388506,27.1477957,,58.205845
Grain04,48,0.123463089,1.636,1.640652045,66.5093527,85.68427229,,88.28112206
Grain04,49,3.989214484,2.454,4.683582838,88.31076219,31.59811278,,88.56125874
Grain04,50,2.55571576,0.818,2.683431952,29.362666,17.74814818,,33.89577291
Grain04,51,10.75086349,3.272,11.2377511,12.56784258,16.92750364,,20.97269513
Grain04,52,2.73993497,4.09,4.922940548,0.970081698,56.18144424,,56.18694543
Grain04,53,3.952747481,2.454,4.652561515,68.29926331,31.83341615,,71.69100357
Grain04,54,8.006083917,7.362,10.87641594,86.34148255,42.60011031,,87.30781983
Grain04,55,6.2088555,3.272,7.018252676,6.136622665,27.78874775,,28.40546329
Grain04,56,6.468570447,7.362,9.800073858,0.13873043,48.69606713,,48.6962147
Grain04,57,7.965522361,5.726,9.81002663,48.91692814,35.71039444,,57.75144386
Grain04,58,3.599536657,1.636,3.953879127,45.65699312,24.44193604,,50.48256983
Grain04,59,4.997586971,4.908,7.004594173,84.49668735,44.48182622,,86.07650549
Grain04,60,4.257239325,2.454,4.913878577,6.048134959,29.9604339,,30.50915827
Grain04,61,9.451178072,4.908,10.64956482,3.635432931,27.44286758,,27.66406755
Grain04,62,5.186919319,1.636,5.438807592,22.12671977,17.50573305,,27.93853034
Grain04,63,10.48200897,6.544,12.35704042,70.39979973,31.97685485,,73.46783042
Grain05,1,5.587983589,0.818,5.647537923,57.68317464,8.328122815,,58.06457878
Grain05,2,3.803384603,2.454,4.526350676,19.46940125,32.83070617,,37.60570723
Grain05,3,8.485786139,3.272,9.094754004,24.65037213,21.08593895,,32.00373552
Grain05,4,1.573851747,2.454,2.915325938,80.72452084,57.32626727,,85.00812156
Grain05,5,6.054728563,3.272,6.882275929,32.87182457,28.38696824,,42.36253277
Grain05,6,3.876819626,4.09,5.635408629,64.55316695,46.53278501,,72.80712594
Grain05,7,1.421166877,0.818,1.639768061,18.77403893,29.92401438,,34.85752693
Grain05,8,6.677287458,4.908,8.287015856,72.59441848,36.31696563,,76.05278421
Grain05,9,3.566566355,5.726,6.745922588,39.74351009,58.08236811,,66.01329605
Grain05,10,9.086078104,2.454,9.411638078,59.08188785,15.11403547,,60.26170829
Grain05,11,2.891515028,1.636,3.322251519,89.82893222,29.50089325,,89.85111155
Grain05,12,2.266481029,1.636,2.795251734,44.35776045,35.82264844,,54.56804023
Grain05,13,8.403656417,5.726,10.16899784,63.56124741,34.26934648,,68.41094515
Grain05,14,6.722222222,0.818,6.771808887,28.71551399,6.937980917,,29.47224419
Grain05,15,5.634166057,6.544,8.635262773,73.81329372,49.27264491,,79.52041096
Grain05,16,1.835410766,1.636,2.458704675,3.369338049,41.71233002,,41.82332158
Grain05,17,5.153752177,0.818,5.218264606,72.02338311,9.018716235,,72.25306744
Grain05,18,9.707763787,4.09,10.53417191,17.30453086,22.84628902,,28.37718087
Grain05,19,8.504626518,0.818,8.543874777,29.71551488,5.493976356,,30.17346417
Grain05,20,5.31680285,5.726,7.813799879,0.795984566,47.12215575,,47.12728945
Grain05,21,3.3426363,7.362,8.085311462,77.95190879,65.5800911,,85.04953688
Grain05,22,8.198915917,3.272,8.827695408,2.150462814,21.75581275,,21.85670239
Grain05,23,4.840319969,3.272,5.842489316,35.9687086,34.05823597,,47.89347082
Grain05,24,4.044240731,0.818,4.126137067,14.97924569,11.43454788,,18.76502922
Grain05,25,5.437984969,4.09,6.804394207,34.24305414,36.94744137,,48.65019257
Grain05,26,7.26493995,5.726,9.250212348,81.67936209,38.2440809,,83.47397385
Grain05,27,3.056802467,0.818,3.164358595,30.35209103,14.9813254,,33.529099
Grain05,28,2.672341373,3.272,4.224617428,80.34802861,50.76044753,,83.91189563
Grain05,29,3.70594981,7.362,8.24215433,14.37533358,63.27981923,,64.17934294
Grain05,30,1.667894483,2.454,2.967151497,14.16338961,55.79747969,,56.97312333
Grain05,31,5.360345897,0.818,5.422400957,45.21091184,8.676517886,,45.85819107
Grain05,32,0.276071859,1.636,1.659129793,47.15046281,80.42168403,,83.50240303
Grain05,33,10.59950571,4.908,11.68066716,33.43996569,24.84604553,,40.77976264
Grain05,34,3.876819626,1.636,4.20787671,25.44683305,22.87952047,,33.70129562
Grain05,35,4.342321628,4.908,6.553184044,58.88903402,48.49941046,,69.9781846
Grain05,36,2.659476323,4.908,5.582228794,38.0858955,61.54826005,,67.97675936
Grain05,37,2.795014548,6.544,7.115900669,59.4945754,66.87213776,,78.49899187
Grain05,38,4.295557479,0.818,4.372749485,23.71589398,10.78170523,,25.922148
Grain05,39,3.563359491,2.454,4.326620721,87.75175746,34.55425006,,88.14852392
Grain05,40,7.946362929,4.908,9.339868725,6.895338448,31.70118076,,32.3659149
Grain05,41,4.103174603,3.272,5.248049716,28.71551399,38.56995569,,46.70987934
Grain06,1,9.006037839,8.998,12.73077851,39.61377595,44.9744205,,56.97739399
Grain06,2,5.256251602,6.544,8.393575931,69.50168186,51.2279798,,77.33262106
Grain06,3,3.545132469,1.636,3.904415478,72.05810298,24.77227611,,73.75737099
Grain06,4,2.252989951,1.636,2.784323925,82.33046473,35.98513315,,83.80047274
Grain06,5,1.767722413,2.454,3.024393911,41.90699805,54.23316136,,64.21511321
Grain06,6,4.880307094,0.818,4.94838573,17.56329605,9.515036311,,19.90342907
Grain06,7,3.312862311,0.818,3.412357058,9.4331937,13.86983814,,16.72152611
Grain06,8,9.490208583,6.544,11.52770554,34.15238309,34.58831397,,47.05623578
Grain06,9,5.66586629,5.726,8.05537813,84.178075,45.30244173,,85.90863203
Grain06,10,9.613090119,7.362,12.10828417,48.47421497,37.44600284,,58.24155234
Grain06,11,8.551100233,4.09,9.478893142,0.518266743,25.56183755,,25.56673772
Grain06,12,3.790336933,0.818,3.877599524,23.67814826,12.17833855,,26.4650919
Grain06,13,0.804880865,7.362,7.405867755,40.39695023,83.76068421,,85.25226107
Grain06,14,1.630928243,1.636,2.310069898,46.60774648,45.08894901,,60.98621435
Grain06,15,2.859710046,4.09,4.99059531,30.86812578,55.03892313,,60.53763017
Grain06,16,7.597244763,7.362,10.57909126,29.18505493,44.09905738,,51.17309842
Grain06,17,4.654083565,3.272,5.689154404,4.66955201,35.10869517,,35.37830078
Grain06,18,3.845236048,1.636,4.17879603,64.73441968,23.0478862,,66.87456201
Grain06,19,6.108616271,4.09,7.351414336,31.16810094,33.80413098,,44.68369229
Grain06,20,3.177825745,1.636,3.574223338,6.943640778,27.24019793,,28.04550756
Grain06,21,1.332600895,2.454,2.79247939,3.739359723,61.49661715,,61.56283531
Grain06,22,6.671577934,0.818,6.721538226,15.01076108,6.99012837,,16.52454785
Grain06,23,5.351095941,8.18,9.774795536,33.89441194,56.80856405,,62.97301051
Grain06,24,3.093976137,0.818,3.200283165,78.52139781,14.80928204,,78.90761716
Grain06,25,8.093191462,4.908,9.465104968,85.6550665,31.23411691,,86.28579903
Grain06,26,6.656137755,3.272,7.416883026,45.36063366,26.17764069,,50.90762539
Grain06,27,8.939358563,0.818,8.976706273,22.82569145,5.22831569,,23.38557332
Grain06,28,9.617845936,0.818,9.6525688,70.48261001,4.861320177,,70.55565068
Grain06,29,4.384243645,3.272,5.470610235,15.21558602,36.73430718,,39.34666676
Grain06,30,8.396397805,0.818,8.436149601,53.15923086,5.564351516,,53.36123675
Grain06,31,8.586234273,5.726,10.32039219,19.1919685,33.69858467,,38.21183829
Grain06,32,1.054869093,1.636,1.946598264,86.57581226,57.18666359,,88.14519992
Grain06,33,2.435072738,4.09,4.760008323,42.4025976,59.23160277,,67.80529461
Grain06,34,4.808724854,1.636,5.079402595,24.74601206,18.78907114,,30.70850727
Grain06,35,3.177825745,4.09,5.179447506,41.20735573,52.15370392,,62.51032551
Grain06,36,14.39073391,0.818,14.41396359,82.24965268,3.253313441,,82.26221978
Grain06,37,6.482106114,4.09,7.664580854,36.60215949,32.25060457,,47.2390128
Grain06,38,7.595739812,3.272,8.270504658,62.79040065,23.30482058,,65.16910118
Grain06,39,6.50792199,4.908,8.151166335,20.93379362,37.02205649,,41.78037468
Grain06,40,1.380359296,1.636,2.140534463,83.17298899,49.84432164,,85.60358548
Grain06,41,3.923718343,4.09,5.66777431,85.59249821,46.18869541,,86.95031874
Grain06,42,9.113298919,2.454,9.437919961,67.07782402,15.07094742,,67.90866586
Grain06,43,10.77635461,4.09,11.52640094,1.925847033,20.78348922,,20.86859319
Grain06,44,6.547619048,4.908,8.182895526,11.60793781,36.85469353,,38.39073965
Grain06,45,1.851946332,1.636,2.471072888,70.26195983,41.45721589,,75.33870045
Grain06,46,15.24206711,0.818,15.26400124,86.45413373,3.071960578,,86.45923559
Grain06,47,8.56267925,1.636,8.717566859,64.46916334,10.81666674,,64.95441725
Grain06,48,7.28536846,7.362,10.35739531,71.89712059,45.29975512,,77.37537261
Grain07,1,4.460077382,4.09,6.051478352,59.8449687,42.52158438,,68.26975934
Grain07,2,5.314652184,3.272,6.241114631,69.12556987,31.61879855,,72.33644895
Grain07,3,11.0738889,2.454,11.34253637,77.35722485,12.49495952,,77.66144521
Grain07,4,4.963154744,4.09,6.431252212,77.49916378,39.49100114,,80.38407778
Grain07,5,3.259519075,1.636,3.647048204,70.90748108,26.65273976,,73.00201884
Grain07,6,1.431852493,3.272,3.571580261,79.21997861,66.36544163,,85.6996877
Grain07,7,9.013651079,1.636,9.160917081,35.7034976,10.28733579,,36.96587023
Grain07,8,4.140157547,4.908,6.421009929,51.7324759,49.85059832,,66.46332114
Grain07,9,3.129490978,3.272,4.527659195,49.77728744,46.27529931,,63.49052911
Grain07,10,1.297831399,5.726,5.871238569,7.134746581,77.22934689,,77.32988344
Grain07,11,10.4331789,3.272,10.93422178,87.41731441,17.41220024,,87.53573655
Grain07,12,3.286298928,1.636,3.671002131,43.77939393,26.46524517,,49.73332663
Grain07,13,4.404189867,1.636,4.698232049,76.97221447,20.37824205,,77.80055931
Grain07,14,10.63575571,6.544,12.48772339,68.4611664,31.60328038,,71.77888481
Grain07,15,4.384243645,4.09,5.995806229,81.51614919,43.0113684,,83.80704491
Grain07,16,5.285172049,1.636,5.532588868,4.459914261,17.19966322,,17.75156072
Grain07,17,4.988428283,1.636,5.249848829,30.80274633,18.15737,,35.29738538
Grain07,18,3.501871148,1.636,3.865177556,22.49941731,25.04098487,,33.17080338
Grain07,19,5.162617583,1.636,5.415636279,22.91004614,17.58307056,,28.58808054
Grain07,20,0.445152497,2.454,2.494048265,51.90149689,79.7184187,,83.67727428
Grain07,21,2.842333755,1.636,3.279536122,37.40822592,29.92401438,,46.4937395
Grain07,22,2.111543696,4.908,5.342946825,2.956310658,66.72142216,,66.75422363
Grain07,23,4.744100313,5.726,7.435964213,39.5461028,50.35760314,,60.53017385
Grain07,24,5.204522037,1.636,5.455597642,49.48236558,17.45012474,,51.69973846
Grain07,25,0.174603175,2.454,2.460203705,26.78857064,85.93023852,,86.36764417
Grain07,26,4.148433272,2.454,4.819918528,71.68257399,30.60637858,,74.30614318
Grain07,27,3.070485069,1.636,3.479134168,78.03790933,28.04935314,,79.46012525
Grain07,28,7.911277356,8.18,11.37983785,48.82479758,45.95674457,,62.7615111
Grain07,29,6.013045363,1.636,6.231629846,89.03242133,15.22033386,,89.06636378
Grain07,30,13.5091978,4.09,14.11476267,74.0130476,16.84403925,,74.71608908
Grain07,31,9.263023422,5.726,10.88993475,39.30376887,31.72256173,,48.83754798
Grain07,32,5.027237477,2.454,5.594214212,83.53456619,26.01889369,,84.1922238
Grain07,33,2.718992485,3.272,4.254280683,74.39113284,50.27382791,,80.09779062
Grain07,34,2.140224721,7.362,7.666785888,51.44314043,73.79019688,,79.97981869
Grain07,35,3.196955042,0.818,3.299946294,81.79655044,14.3522638,,82.05426121
Grain08,1,4.180460915,6.544,7.765319663,85.34657687,57.4286039,,87.49678598
Grain08,2,2.741325447,1.636,3.192391142,13.18230457,30.82839771,,33.27168602
Grain08,3,10.3148959,6.544,12.21560532,31.98841077,32.39195289,,44.25960161
Grain08,4,2.208574874,4.09,4.648215031,42.48747824,61.63122623,,69.48922124
Grain08,5,6.346050803,4.09,7.549864952,73.85463329,32.80159054,,76.48283645
Grain08,6,5.124090048,7.362,8.96969023,15.23214986,55.16135943,,56.55074912
Grain08,7,6.861926976,4.908,8.436498434,60.77663659,35.57428242,,66.603241
Grain08,8,5.937149825,6.544,8.835931419,66.78999485,47.78360519,,74.64432308
Grain08,9,1.906695447,0.818,2.074755776,50.00207469,23.22003412,,53.79367558
Grain08,10,8.043598914,4.908,9.422735669,40.21676499,31.39048269,,49.31925747
Grain08,11,2.871678194,2.454,3.777386881,43.58918435,40.51562983,,56.5893959
Grain08,12,5.942282439,5.726,8.25213891,76.10173717,43.93809118,,80.03976731
Grain08,13,4.667166046,5.726,7.387118173,73.47129103,50.81710378,,79.64516141
Grain08,14,1.329738161,4.908,5.084945189,47.25111993,74.84062275,,79.77547635
Grain08,15,10.67580981,4.09,11.43245446,26.92179387,20.9622915,,33.63178595
Grain08,16,3.40923597,6.544,7.378809247,52.62293933,62.48178109,,73.71118864
Grain08,17,5.511074766,4.908,7.379729607,69.58042133,41.68731355,,74.89743666
Grain08,18,3.240759097,1.636,3.630291383,19.41706599,26.78555737,,32.65593893
Grain08,19,7.054162735,2.454,7.468823729,77.60808766,19.18174814,,78.30608817
Grain08,20,2.567616712,6.544,7.029693562,11.25868403,68.57684598,,69.00883614
Grain08,21,6.495613575,2.454,6.943710227,60.30636715,20.69623451,,62.39359755
Grain08,22,3.754983251,3.272,4.980550494,78.51485162,41.06809256,,81.36624486
Grain08,23,4.299104596,4.09,5.933835212,89.90995956,43.57215625,,89.93476509
Grain09,1,4.150270081,0.818,4.230114153,37.17174947,11.14983436,,38.5754541
Grain09,2,4.104103238,2.454,4.781817582,60.63964836,30.87681437,,65.11415384
Grain09,3,1.732887029,1.636,2.383147804,71.49361009,43.35266422,,76.65567906
Grain09,4,8.22165914,5.726,10.01911947,78.59201438,34.85540196,,80.65904819
Grain09,5,2.113347664,4.908,5.343660014,7.71093632,66.70365426,,66.92655417
Grain09,6,4.106887884,0.818,4.187559205,33.01587512,11.26461661,,34.67765921
Grain09,7,7.054162735,4.908,8.593583414,67.02366863,34.82862886,,71.31137538
Grain09,8,0.436507937,1.636,1.693232169,22.55087548,75.06069437,,76.22648895
Grain09,9,7.301043803,2.454,7.702425372,4.320567318,18.57833704,,19.05683097
Grain09,10,3.826359953,1.636,4.161433225,32.27109143,23.14963381,,38.97228964
Grain09,11,4.607175328,2.454,5.219978975,49.60147249,28.04188088,,55.10906771
Grain09,12,3.605883186,3.272,4.869124927,23.6262694,42.22078858,,47.27452703
Grain09,13,9.634077262,3.272,10.17454808,45.25860507,18.75891286,,48.20122426
Grain09,14,3.202909518,2.454,4.034940567,13.13203845,37.45855504,,39.37277861
Grain09,15,4.475430533,3.272,5.543957292,51.13527209,36.17064399,,59.56607529
Grain09,16,4.191385483,4.908,6.45415961,5.097181349,49.50298719,,49.69620628
Grain09,17,5.932655146,2.454,6.420164568,63.56774849,22.47208052,,65.71108336
Grain09,18,3.248979916,0.818,3.350372292,36.74940197,14.13172342,,39.01223933
Grain09,19,8.886341046,3.272,9.469585059,48.66280604,20.21398642,,51.69782438
Grain09,20,2.038076077,1.636,2.613474717,20.71341993,38.75463369,,43.16167586
Grain09,21,5.626043757,4.908,7.465978325,11.27581566,41.10051595,,42.35269914
Grain09,22,1.765565338,3.272,3.717957095,22.04846126,61.6487803,,63.88680767
Grain09,23,4.459222879,4.09,6.050848592,82.47207404,42.52705305,,84.45954994
Grain09,24,5.946769842,9.816,11.4768431,80.34286856,58.7915068,,85.01348671
Grain09,25,9.877818716,2.454,10.17808521,15.13693307,13.95184157,,20.47469091
Grain09,26,0.629540699,1.636,1.752945376,64.2692944,68.95303401,,81.03014843
Grain09,27,5.197928004,8.18,9.691793205,30.27270128,57.56634667,,62.40702069
Grain09,28,4.197745018,1.636,4.505281261,14.42077313,21.29250693,,25.52699205
Grain09,29,3.876819626,7.362,8.320383069,67.18593915,62.2287675,,79.59148214
Grain09,30,5.296696014,4.09,6.692016786,67.95153874,37.67458353,,72.71530987
Grain09,31,6.161414282,7.362,9.600107809,38.67469285,50.07332114,,59.92966589
Grain10,1,2.469261776,3.272,4.099175248,0.08776472,52.95944625,,52.95949697
Grain10,2,6.306293473,5.726,8.518005246,76.09363855,42.23887844,,79.75065521
Grain10,3,5.415513861,4.908,7.308642444,9.8899479,42.18555029,,43.11673161
Grain10,4,0.785714286,1.636,1.814894746,8.042337634,64.34663403,,64.61696139
Grain10,5,1.82291066,1.636,2.449387531,24.74158187,41.90689136,,47.47481119
Grain10,6,10.75759618,4.09,11.50886508,43.79622489,20.81662645,,47.57005699
Grain10,7,2.626312675,1.636,3.094190406,76.59460131,31.91987609,,78.65111646
Grain10,8,3.714167004,1.636,4.058513587,21.53550105,23.77232126,,31.65016361
Grain10,9,1.380359296,0.818,1.604529771,79.60738881,30.65095384,,81.07221249
Grain10,10,8.098369298,5.726,9.91819849,49.98364006,35.2624471,,58.33007073
Grain10,11,1.695090208,0.818,1.882141019,26.46618535,25.76057116,,36.27068461
Grain10,12,2.642225483,4.09,4.869235618,74.363019,57.13669504,,81.5895738
Grain10,13,4.050831281,3.272,5.207227483,45.15919832,38.92903929,,56.73272436
Grain10,14,7.841607216,5.726,9.709679692,70.39753157,36.13719727,,74.27944005
Grain10,15,3.947924114,2.454,4.64846435,43.13815442,31.86477397,,51.70302245
Grain10,16,4.871710181,2.454,5.454876359,45.70382463,26.73551733,,51.41265871
Grain10,17,8.162114825,5.726,9.970315663,40.37252337,35.05096044,,51.41453751
Grain10,18,4.158525683,3.272,5.291438354,42.92214947,38.19628123,,54.86559488
Grain10,19,3.414820307,0.818,3.511427307,86.35636772,13.47103131,,86.45674177
Grain10,20,7.165115232,3.272,7.87685599,55.01727165,24.54414125,,58.56544601
Grain10,21,6.213763687,1.636,6.425523726,4.014073968,14.75045312,,15.27517554
Grain10,22,5.828320922,3.272,6.683959064,24.57717549,29.30970946,,37.5345604
Grain10,23,5.609763876,1.636,5.843453323,12.93115579,16.25849974,,20.66460944
