"","Pattern Type","Pattern #","AutoFocus","Caption","GridSpacing","RasterSpacing","CurvePoints","ImageNo","Pattern Color","Pattern Options","CoaxPercent","PolPercent","RingPercent","TransPercent","ZoomPercent","","Pre-Ablation Pass","DepthPerPass","Dwell Time","Interstitial Pause","Energy","PassEnabled","Pass Count","Scan Speed","Rate","Spot Size","Fire Mode","Move Z","Same Direction","Burst Count","Beam Mode","XYRShutter Enabled","XYRShutter AutoRotate","XYRShutter Swap","XYRShutter Angle","XYRShutter Height","XYRShutter Width","","Ablation Pass","DepthPerPass","Dwell Time","Interstitial Pause","Energy","PassEnabled","Pass Count","Scan Speed","Rate","Spot Size","Fire Mode","Move Z","Same Direction","Burst Count","Beam Mode","XYRShutter Enabled","XYRShutter AutoRotate","XYRShutter Swap","XYRShutter Angle","XYRShutter Height","XYRShutter Width","X","Y","Z"
"29","6","49","0","4740","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","30.2292853924167","7.76423533337089","2.5"
"30","6","76","0","4767","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","30.2635030792278","7.76641618951901","2.5"
"31","6","54","0","4745","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","30.2744594449642","15.1740600994623","2.5"
"32","6","14","0","4702","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","34.0207096024646","14.0384399202537","2.5"
"33","6","106","0","4797","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","35.9282104867465","15.0801564367175","2.5"
"34","6","19","0","4697","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","36.7149028029872","15.3573109795883","2.5"
"35","6","103","0","4794","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","38.662133229346","14.3416373493957","2.5"
"36","6","126","0","4817","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","37.8572514525048","16.3728362973953","2.5"
"37","6","5","0","4700","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","36.9477877856876","17.7910525211121","2.5"
"38","6","32","0","4723","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","37.0261651651344","19.0106627110483","2.5"
"39","6","9","0","4707","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","35.3084233996903","18.6083848294883","2.5"
"40","6","46","0","4737","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","30.1236504908733","18.9741537412975","2.5"
"41","6","55","0","4746","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","31.7464104394985","22.0377613468555","2.5"
"42","6","37","0","4728","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","36.7513254890165","21.2501677901739","2.5"
"43","6","61","0","4752","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","38.2237000988834","20.5314967543553","2.5"
"44","6","119","0","4810","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","38.657579549054","21.0923939798839","2.5"
"45","6","6","0","4706","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","38.8333827797504","21.541902780562","2.5"
"46","6","101","0","4792","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","40.1905019247834","20.1826002855864","2.5"
"47","6","35","0","4726","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.1986437629546","19.6180409397025","2.5"
"48","6","84","0","4775","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.092294362436","18.6970013248039","2.5"
"49","6","98","0","4789","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.1197974830456","18.6871745479707","2.5"
"50","6","4","0","4694","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.2861062379943","20.9633557880848","2.5"
"51","6","90","0","4781","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.760005545245","21.9557702132658","2.5"
"52","6","110","0","4801","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.0755198845118","21.2371272268622","2.5"
"53","6","40","0","4731","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.7927717567081","20.190947110537","2.5"
"54","6","33","0","4724","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.6962975726797","19.9567145223387","2.5"
"55","6","120","0","4811","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.1111185265804","19.2158457155117","2.5"
"56","6","124","0","4815","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.9402892460287","20.9750712213341","2.5"
"57","6","117","0","4808","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.0660394780669","20.0678308088929","2.5"
"58","6","104","0","4795","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.0185586894331","18.4607172399209","2.5"
"59","6","99","0","4790","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.0011777419944","18.4346120215333","2.5"
"60","6","74","0","4765","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.5008731400277","17.6323403876321","2.5"
"61","6","42","0","4733","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.2762613165757","18.4258657301238","2.5"
"62","6","22","0","4713","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.2760704992805","18.4133614173708","2.5"
"63","6","79","0","4770","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","52.4758593073768","17.7917207995557","2.5"
"64","6","21","0","4709","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.8283564711212","16.7248239048838","2.5"
"65","6","57","0","4748","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","51.6439940112225","16.0436729345055","2.5"
"66","6","8","0","4701","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.8532198454433","14.4672917518327","2.5"
"67","6","88","0","4779","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","50.0595426824945","14.7574608387314","2.5"
"68","6","94","0","4785","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.5938694441086","15.0106951173841","2.5"
"69","6","1","0","4693","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","49.1217944816389","15.3597993332104","2.5"
"70","6","58","0","4749","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.2412296672452","14.6001902693729","2.5"
"71","6","122","0","4813","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.3795273360571","15.8818009289618","2.5"
"72","6","43","0","4734","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","48.2517004062478","16.642004723636","2.5"
"73","6","11","0","4714","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.2091085196005","17.4602448903945","2.5"
"74","6","102","0","4793","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","47.2185774882342","17.4789313193823","2.5"
"75","6","64","0","4755","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.9973648388975","18.6429903043152","2.5"
"76","6","63","0","4754","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.2360692008685","18.5041961462308","2.5"
"77","6","92","0","4783","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.2407207403981","18.4946153784075","2.5"
"78","6","29","0","4704","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.4730615525895","17.2670865291136","2.5"
"79","6","77","0","4768","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.1410810254724","17.4041204083737","2.5"
"80","6","24","0","4719","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","45.1156191265842","17.3786230481857","2.5"
"81","6","27","0","4692","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.9364674235124","17.3752480803057","2.5"
"82","6","16","0","4712","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.0308344575702","18.0095443855658","2.5"
"83","6","59","0","4750","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.4535837364341","17.9961574444789","2.5"
"84","6","87","0","4778","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.7278571945478","16.4754882484108","2.5"
"85","6","123","0","4814","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","41.2597750315448","14.410361236154","2.5"
"86","6","73","0","4764","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.1134789027719","14.2431738506094","2.5"
"87","6","20","0","4703","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","46.1060807514969","13.3139073493762","2.5"
"88","6","71","0","4762","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","44.2187560278451","12.1880238149402","2.5"
"89","6","15","0","4708","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","43.4433471502545","10.7540075022204","2.5"
"90","6","112","0","4803","150","55","25","0","65280","0","0","0","0","0","0","","","5","1","5","10","0","1","70","3","150","0","0","0","3","1","0","0","0","0","0","0","","","20","25","5","25","1","1","10","10","25","0","1","0","0","1","0","0","0","0","0","0","42.6709288949014","11.4928031709796","2.5"
